Daily case
1351.0
3197.0
1412.0
1843.0
1525.0
1071.0
1476.0
1497.0
1397.0
1379.0
1494.0
1170.0
1317.0
1321.0
1305.0
1016.0
789.0
1153.0
857.0
830.0
698.0
1187.0
1018.0
831.0
540.0
709.0
745.0
645.0
119.0
352.0
210.0
192.0
255.0
229.0
270.0
300.0
507.0
488.0
527.0
416.0
0.0
668.0
364.0
317.0
399.0
323.0
201.0
0.0
424.0
251.0
0.0
499.0
287.0
235.0
0.0
379.0
221.0
182.0
121.0
204.0
178.0
0.0
357.0
151.0
175.0
146.0
43.0
99.0
0.0
288.0
85.0
166.0
191.0
158.0
193.0
0.0
73.0
319.0
256.0
215.0
222.0
221.0
0.0
326.0
152.0
224.0
140.0
91.0
191.0
0.0
394.0
237.0
138.0
184.0
109.0
267.0
0.0
219.0
132.0
230.0
194.0
286.0
124.0
0.0
368.0
109.0
126.0
196.0
114.0
169.0
0.0
127.0
133.0
161.0
181.0
75.0
0.0
0.0
371.0
57.0
107.0
71.0
88.0
57.0
0.0
171.0
69.0
0.0
163.0
86.0
0.0
0.0
0.0
55.0
160.0
112.0
69.0
92.0
0.0
0.0
242.0
78.0
87.0
91.0
0.0
0.0
197.0
131.0
58.0
92.0
98.0
90.0
0.0
96.0
91.0
80.0
82.0
88.0
0.0
0.0
95.0
219.0
0.0
222.0
120.0
0.0
0.0
0.0
93.0
265.0
197.0
207.0
0.0
0.0
150.0
453.0
209.0
214.0
189.0
0.0
0.0
300.0
726.0
546.0
288.0
328.0
0.0
0.0
676.0
1296.0
747.0
666.0
650.0
0.0
0.0
729.0
1949.0
751.0
1179.0
734.0
0.0
0.0
718.0
2959.0
631.0
834.0
787.0
0.0
0.0
840.0
3749.0
689.0
785.0
1229.0
0.0
0.0
920.0
3332.0
1017.0
1098.0
1006.0
0.0
0.0
882.0
3286.0
640.0
2042.0
856.0
0.0
0.0
0.0
0.0
5159.0
1044.0
1328.0
0.0
0.0
957.0
3357.0
816.0
1051.0
1214.0
0.0
0.0
0.0
991.0
0.0
2328.0
0.0
2941.0
0.0
696.0
2018.0
650.0
794.0
757.0
0.0
0.0
598.0
1914.0
580.0
580.0
619.0
0.0
0.0
638.0
1124.0
304.0
420.0
537.0
0.0
0.0
305.0
816.0
333.0
296.0
388.0
0.0
0.0
441.0
472.0
442.0
262.0
367.0
0.0
0.0
323.0
750.0
175.0
197.0
0.0
249.0
0.0
261.0
669.0
226.0
274.0
274.0
0.0
0.0
295.0
0.0
651.0
377.0
209.0
0.0
0.0
0.0
847.0
265.0
0.0
0.0
0.0
0.0
238.0
131.0
192.0
291.0
2518.0
1303.0
235.0
390.0
163.0
226.0
289.0
247.0
174.0
278.0
242.0
246.0
279.0
244.0
452.0
462.0
693.0
638.0
412.0
644.0
806.0
1209.0
665.0
1258.0
1238.0
696.0
1282.0
982.0
3413.0
3806.0
4195.0
4513.0
3236.0
3592.0
2364.0
3975.0
2766.0
3808.0
4406.0
5438.0
5652.0
5074.0
4560.0
2922.0
4591.0
3908.0
3549.0
3005.0
3167.0
3922.0
3768.0
1887.0
2262.0
1331.0
2055.0
3389.0
3145.0
1230.0
2080.0
1800.0
1411.0
1408.0
1210.0
1439.0
908.0
731.0
460.0
442.0
635.0
505.0
1703.0
705.0
316.0
701.0
208.0
259.0
247.0
475.0
78.0
377.0
246.0
96.0
145.0
1018.0
126.0
47.0
116.0
116.0
64.0
72.0
58.0
136.0
